time,rabbitmq_cpu,ts-admin-basic-info-service_cpu,ts-admin-order-service_cpu,ts-admin-route-service_cpu,ts-admin-travel-service_cpu,ts-admin-user-service_cpu,ts-assurance-service_cpu,ts-auth-service_cpu,ts-avatar-service_cpu,ts-basic-service_cpu,ts-cancel-service_cpu,ts-config-service_cpu,ts-consign-price-service_cpu,ts-consign-service_cpu,ts-contacts-service_cpu,ts-delivery-service_cpu,ts-execute-service_cpu,ts-food-delivery-service_cpu,ts-food-service_cpu,ts-gateway-service_cpu,ts-inside-payment-service_cpu,ts-news-service_cpu,ts-notification-service_cpu,ts-order-other-service_cpu,ts-order-service_cpu,ts-payment-service_cpu,ts-preserve-other-service_cpu,ts-preserve-service_cpu,ts-price-service_cpu,ts-rebook-service_cpu,ts-route-plan-service_cpu,ts-route-service_cpu,ts-seat-service_cpu,ts-security-service_cpu,ts-station-food-service_cpu,ts-station-service_cpu,ts-ticket-office-service_cpu,ts-train-food-service_cpu,ts-train-service_cpu,ts-travel-plan-service_cpu,ts-travel-service_cpu,ts-travel2-service_cpu,ts-ui-dashboard_cpu,ts-user-service_cpu,ts-verification-code-service_cpu,ts-voucher-service_cpu,ts-wait-order-service_cpu,tsdb-mysql-0_cpu,tsdb-mysql-1_cpu,tsdb-mysql-2_cpu,rabbitmq_mem,ts-admin-basic-info-service_mem,ts-admin-order-service_mem,ts-admin-route-service_mem,ts-admin-travel-service_mem,ts-admin-user-service_mem,ts-assurance-service_mem,ts-auth-service_mem,ts-avatar-service_mem,ts-basic-service_mem,ts-cancel-service_mem,ts-config-service_mem,ts-consign-price-service_mem,ts-consign-service_mem,ts-contacts-service_mem,ts-delivery-service_mem,ts-execute-service_mem,ts-food-delivery-service_mem,ts-food-service_mem,ts-gateway-service_mem,ts-inside-payment-service_mem,ts-news-service_mem,ts-notification-service_mem,ts-order-other-service_mem,ts-order-service_mem,ts-payment-service_mem,ts-preserve-other-service_mem,ts-preserve-service_mem,ts-price-service_mem,ts-rebook-service_mem,ts-route-plan-service_mem,ts-route-service_mem,ts-seat-service_mem,ts-security-service_mem,ts-station-food-service_mem,ts-station-service_mem,ts-ticket-office-service_mem,ts-train-food-service_mem,ts-train-service_mem,ts-travel-plan-service_mem,ts-travel-service_mem,ts-travel2-service_mem,ts-ui-dashboard_mem,ts-user-service_mem,ts-verification-code-service_mem,ts-voucher-service_mem,ts-wait-order-service_mem,tsdb-mysql-0_mem,tsdb-mysql-1_mem,tsdb-mysql-2_mem,ts-station-service_load,ts-train-service_load,ts-order-service_load,ts-travel-service_load,k8s-2_node_cpu,k8s-3_node_cpu,k8s-4_node_cpu
1721288217,3.886359999999059,0.6640549999997348,0.5297899999996503,0.44095499999997395,0.4883424999999875,0.49326499999978074,0.49993750000027154,0.42934750000000577,0.12565000000002158,0.5132950000000848,0.5781074999998738,0.5205200000000332,0.48829250000011376,0.433132500000113,0.5237400000001458,0.5996924999999464,0.5069824999998218,0.4379625000001397,0.5305649999999673,6.627229999999145,0.46346499999998514,0.04055750000000025,0.5353200000001834,0.5591474999997104,45.62178499999988,0.49834750000002265,0.7260450000001129,0.7461925000001203,0.418200000000013,0.3316774999998984,0.524639999999863,0.5034775000001446,0.480115000000012,0.5180749999999534,0.35375999999985197,0.4012224999999603,0.038544999999994285,0.406362500000057,0.5359225000006518,0.4628900000000158,1.0172774999995229,0.5305849999999168,0,0.4092850000000681,0.41219250000011703,0.03586499999999937,0.40990250000021433,3.5352575000001845,4.294845000001577,3.786400000000536,294.58984375,685.77734375,735.43359375,715.87890625,685.38671875,734.83984375,783.81640625,825.16015625,319.046875,687.7578125,720.07421875,821.78515625,737.2109375,775.34765625,832.06640625,729.46484375,699.44140625,723.23828125,904.00390625,863.39453125,786.63671875,6.58984375,805.09375,775.28125,887.890625,741.25,605.18359375,647.140625,773.34375,719.46875,634.17578125,838.19140625,737.4921875,747.640625,809.88671875,775.7890625,107.04296875,818.578125,866.18359375,639.8828125,814.47265625,852.08203125,47.73828125,790.13671875,671.75390625,40.89453125,722.4453125,921.58984375,1300.38671875,962.80078125,1,1,1,1,31.05668249993436,25.3902925000217,44.35534500000043
1721288218,3.886359999999059,0.6640549999997348,0.5297899999996503,0.44095499999997395,0.4883424999999875,0.49326499999978074,0.49993750000027154,0.42934750000000577,0.12565000000002158,0.5132950000000848,0.5781074999998738,0.5205200000000332,0.48829250000011376,0.433132500000113,0.5237400000001458,0.5996924999999464,0.5069824999998218,0.4379625000001397,0.5305649999999673,6.627229999999145,0.46346499999998514,0.04055750000000025,0.5353200000001834,0.5591474999997104,45.62178499999988,0.49834750000002265,0.7260450000001129,0.7461925000001203,0.418200000000013,0.3316774999998984,0.524639999999863,0.5034775000001446,0.480115000000012,0.5180749999999534,0.35375999999985197,0.4012224999999603,0.038544999999994285,0.406362500000057,0.5359225000006518,0.4628900000000158,1.0172774999995229,0.5305849999999168,0,0.4092850000000681,0.41219250000011703,0.03586499999999937,0.40990250000021433,3.5352575000001845,4.294845000001577,3.786400000000536,294.58984375,685.77734375,735.43359375,715.87890625,685.38671875,734.83984375,783.81640625,825.16015625,319.046875,687.7578125,720.07421875,821.78515625,737.2109375,775.34765625,832.06640625,729.46484375,699.44140625,723.23828125,904.00390625,863.39453125,786.63671875,6.58984375,805.09375,775.28125,887.890625,741.25,605.18359375,647.140625,773.34375,719.46875,634.17578125,838.19140625,737.4921875,747.640625,809.88671875,775.7890625,107.04296875,818.578125,866.18359375,639.8828125,814.47265625,852.08203125,47.73828125,790.13671875,671.75390625,40.89453125,722.4453125,921.58984375,1300.38671875,962.80078125,1,1,1,1,31.05668249993436,25.3902925000217,44.98034499998749
1721288219,3.886359999999059,0.6640549999997348,0.5297899999996503,0.44095499999997395,0.4883424999999875,0.49326499999978074,0.49993750000027154,0.42934750000000577,0.12565000000002158,0.5132950000000848,0.5781074999998738,0.5205200000000332,0.48829250000011376,0.433132500000113,0.5237400000001458,0.5996924999999464,0.4941125000001989,0.4379625000001397,0.5305649999999673,6.627229999999145,0.46346499999998514,0.04055750000000025,0.4614449999999693,0.43930499999987654,45.62178499999988,0.49834750000002265,0.5045225000000643,0.7461925000001203,0.5939849999998614,0.3316774999998984,0.524639999999863,0.5034775000001446,0.6001050000000419,0.5180749999999534,0.35375999999985197,0.4012224999999603,0.03265749999999068,0.406362500000057,0.4287800000003017,0.4628900000000158,1.0172774999995229,0.539009999999962,0,0.4092850000000681,0.41219250000011703,0.03951250000000073,0.40990250000021433,3.5352575000001845,4.294845000001577,3.68200999999988,294.58984375,685.77734375,735.43359375,715.87890625,685.38671875,734.83984375,783.81640625,825.16015625,319.046875,687.7578125,720.07421875,821.78515625,737.2109375,775.34765625,832.06640625,729.46484375,699.4453125,723.23828125,904.00390625,863.39453125,786.63671875,6.58984375,805.09375,775.28125,887.890625,741.25,605.18359375,647.140625,773.390625,719.46875,634.17578125,838.19140625,737.51953125,747.640625,809.88671875,775.7890625,107.04296875,818.578125,866.1875,639.8828125,814.47265625,852.08203125,47.73828125,790.13671875,671.75390625,40.89453125,722.4453125,921.58984375,1300.38671875,962.81640625,1,1,1,1,32.41993500014286,25.3902925000217,44.98034499998749
1721288220,3.886359999999059,0.6640549999997348,0.5297899999996503,0.44095499999997395,0.4883424999999875,0.49326499999978074,0.49993750000027154,0.42934750000000577,0.12565000000002158,0.5132950000000848,0.5781074999998738,0.5205200000000332,0.48829250000011376,0.433132500000113,0.5237400000001458,0.5996924999999464,0.4941125000001989,0.4379625000001397,0.5305649999999673,6.627229999999145,0.46346499999998514,0.04055750000000025,0.4614449999999693,0.43930499999987654,45.62178499999988,0.49834750000002265,0.5045225000000643,0.7461925000001203,0.5939849999998614,0.3316774999998984,0.524639999999863,0.5034775000001446,0.6001050000000419,0.5180749999999534,0.35375999999985197,0.4012224999999603,0.03265749999999068,0.406362500000057,0.4287800000003017,0.4628900000000158,1.0172774999995229,0.539009999999962,0,0.4092850000000681,0.41219250000011703,0.03951250000000073,0.40990250000021433,3.5352575000001845,4.294845000001577,3.68200999999988,294.58984375,685.77734375,735.43359375,715.87890625,685.38671875,734.83984375,783.81640625,825.16015625,319.046875,687.7578125,720.07421875,821.78515625,737.2109375,775.34765625,832.06640625,729.46484375,699.4453125,723.23828125,904.00390625,863.39453125,786.63671875,6.58984375,805.09375,775.28125,887.890625,741.25,605.18359375,647.140625,773.390625,719.46875,634.17578125,838.19140625,737.51953125,747.640625,809.88671875,775.7890625,107.04296875,818.578125,866.1875,639.8828125,814.47265625,852.08203125,47.73828125,790.13671875,671.75390625,40.89453125,722.4453125,921.58984375,1300.38671875,962.81640625,1,1,1,1,32.41993500014286,25.3902925000217,44.98034499998749
1721288221,3.886359999999059,0.6640549999997348,0.5297899999996503,0.44095499999997395,0.4883424999999875,0.49326499999978074,0.49993750000027154,0.42934750000000577,0.12565000000002158,0.5132950000000848,0.5781074999998738,0.5205200000000332,0.48829250000011376,0.433132500000113,0.5237400000001458,0.5996924999999464,0.4941125000001989,0.4379625000001397,0.5305649999999673,6.627229999999145,0.46346499999998514,0.04055750000000025,0.4614449999999693,0.43930499999987654,45.62178499999988,0.49834750000002265,0.5045225000000643,0.7461925000001203,0.5939849999998614,0.3316774999998984,0.524639999999863,0.5034775000001446,0.6001050000000419,0.5180749999999534,0.35375999999985197,0.4012224999999603,0.03265749999999068,0.406362500000057,0.4287800000003017,0.4628900000000158,1.0172774999995229,0.539009999999962,0,0.4092850000000681,0.41219250000011703,0.03951250000000073,0.40990250000021433,3.5352575000001845,4.294845000001577,3.68200999999988,294.58984375,685.77734375,735.43359375,715.87890625,685.38671875,734.83984375,783.81640625,825.16015625,319.046875,687.7578125,720.07421875,821.78515625,737.2109375,775.34765625,832.06640625,729.46484375,699.4453125,723.23828125,904.00390625,863.39453125,786.63671875,6.58984375,805.09375,775.28125,887.890625,741.25,605.18359375,647.140625,773.390625,719.46875,634.17578125,838.19140625,737.51953125,747.640625,809.88671875,775.7890625,107.04296875,818.578125,866.1875,639.8828125,814.47265625,852.08203125,47.73828125,790.13671875,671.75390625,40.89453125,722.4453125,921.58984375,1300.38671875,962.81640625,1,1,1,1,32.41993500014286,34.31529249999758,44.98034499998749
1721288222,3.6998599999992625,0.6655799999998635,0.5306949999999233,0.4979624999998577,0.4983000000001426,0.3247249999998303,0.49993750000027154,0.5768925000000991,0.10310750000002145,0.4225775000000454,0.49630750000005713,0.3635199999999372,0.48829250000011376,0.49938250000025164,0.4025799999999436,0.5229875000000561,0.4941125000001989,0.3740725000000112,0.41312250000004275,6.627229999999145,0.5460425000001123,0.04503249999999959,0.4614449999999693,0.43930499999987654,45.62178499999988,0.4272274999999582,0.5045225000000643,0.4833150000001752,0.5939849999998614,0.4226299999999128,0.45098999999993344,0.4262750000000893,0.6001050000000419,0.512257499999862,0.49176999999986043,0.49857250000002296,0.03265749999999068,0.406362500000057,0.4287800000003017,0.5099524999999971,0.934014999999988,0.539009999999962,0,0.48501000000015904,0.41219250000011703,0.03951250000000073,0.3284150000001773,3.1189175000003067,4.294845000001577,3.68200999999988,294.58984375,685.98828125,735.4609375,715.87890625,685.38671875,734.83984375,783.81640625,825.16015625,319.046875,687.7578125,720.07421875,821.78515625,737.2109375,775.37109375,832.06640625,729.46484375,699.4453125,723.23828125,904.00390625,863.39453125,786.63671875,6.58984375,805.09375,775.28125,887.890625,741.25,605.18359375,647.140625,773.390625,719.49609375,634.2421875,838.16796875,737.51953125,747.6484375,809.88671875,775.78515625,107.04296875,818.578125,866.1875,639.8828125,814.47265625,852.08203125,47.73828125,790.6328125,671.75390625,40.89453125,722.4453125,921.58984375,1300.38671875,962.81640625,1,1,1,1,32.41993500014286,37.344049999996585,45.38178999998675
1721288223,3.6998599999992625,0.6655799999998635,0.5306949999999233,0.4979624999998577,0.4983000000001426,0.3247249999998303,0.49993750000027154,0.5768925000000991,0.10310750000002145,0.4225775000000454,0.49630750000005713,0.3635199999999372,0.48829250000011376,0.49938250000025164,0.4025799999999436,0.5229875000000561,0.4941125000001989,0.3740725000000112,0.41312250000004275,6.627229999999145,0.5460425000001123,0.04503249999999959,0.4614449999999693,0.43930499999987654,45.62178499999988,0.4272274999999582,0.5045225000000643,0.4833150000001752,0.5939849999998614,0.4226299999999128,0.45098999999993344,0.4262750000000893,0.6001050000000419,0.512257499999862,0.49176999999986043,0.49857250000002296,0.03265749999999068,0.406362500000057,0.4287800000003017,0.5099524999999971,0.934014999999988,0.539009999999962,0,0.48501000000015904,0.41219250000011703,0.03951250000000073,0.3284150000001773,3.1189175000003067,4.294845000001577,3.68200999999988,294.58984375,685.98828125,735.4609375,715.87890625,685.38671875,734.83984375,783.81640625,825.16015625,319.046875,687.7578125,720.07421875,821.78515625,737.2109375,775.37109375,832.06640625,729.46484375,699.4453125,723.23828125,904.00390625,863.39453125,786.63671875,6.58984375,805.09375,775.28125,887.890625,741.25,605.18359375,647.140625,773.390625,719.49609375,634.2421875,838.16796875,737.51953125,747.6484375,809.88671875,775.78515625,107.04296875,818.578125,866.1875,639.8828125,814.47265625,852.08203125,47.73828125,790.6328125,671.75390625,40.89453125,722.4453125,921.58984375,1300.38671875,962.81640625,1,1,1,1,32.41993500014286,37.344049999996585,44.431790000001655
1721288224,3.6998599999992625,0.6655799999998635,0.5306949999999233,0.4979624999998577,0.4983000000001426,0.3247249999998303,0.49993750000027154,0.5768925000000991,0.10310750000002145,0.4225775000000454,0.49630750000005713,0.3635199999999372,0.48829250000011376,0.49938250000025164,0.4025799999999436,0.5229875000000561,0.48716250000012457,0.3740725000000112,0.41312250000004275,6.627229999999145,0.5460425000001123,0.04503249999999959,0.45800499999984373,0.5082400000000575,45.62178499999988,0.4272274999999582,0.5045225000000643,0.4833150000001752,0.42722499999996444,0.4226299999999128,0.45098999999993344,0.4262750000000893,0.5009675000002289,0.512257499999862,0.49176999999986043,0.49857250000002296,0.023194999999991417,0.406362500000057,0.520389999999793,0.5099524999999971,0.934014999999988,0.539009999999962,0,0.48501000000015904,0.41219250000011703,0.03395249999999628,0.3284150000001773,3.1189175000003067,4.294845000001577,4.2785674999996015,294.58984375,685.98828125,735.4609375,715.87890625,685.38671875,734.83984375,783.81640625,825.16015625,319.046875,687.7578125,720.07421875,821.78515625,737.2109375,775.37109375,832.06640625,729.46484375,699.44921875,723.23828125,904.00390625,863.39453125,786.63671875,6.58984375,805.09375,775.30859375,887.890625,741.25,605.18359375,647.140625,773.390625,719.49609375,634.2421875,838.16796875,737.4609375,747.6484375,809.88671875,775.78515625,107.04296875,818.578125,866.19140625,639.8828125,814.47265625,852.08203125,47.73828125,790.6328125,671.75390625,40.89453125,722.4453125,921.58984375,1300.38671875,962.8125,1,1,1,1,30.90511250002138,37.344049999996585,44.431790000001655
1721288225,3.6998599999992625,0.6655799999998635,0.5306949999999233,0.4979624999998577,0.4983000000001426,0.3247249999998303,0.49993750000027154,0.5768925000000991,0.10310750000002145,0.4225775000000454,0.49630750000005713,0.3635199999999372,0.48829250000011376,0.49938250000025164,0.4025799999999436,0.5229875000000561,0.48716250000012457,0.3740725000000112,0.41312250000004275,6.627229999999145,0.5460425000001123,0.04503249999999959,0.45800499999984373,0.5082400000000575,45.62178499999988,0.4272274999999582,0.5045225000000643,0.4833150000001752,0.42722499999996444,0.4226299999999128,0.45098999999993344,0.4262750000000893,0.5009675000002289,0.512257499999862,0.49176999999986043,0.49857250000002296,0.023194999999991417,0.406362500000057,0.520389999999793,0.5099524999999971,0.934014999999988,0.539009999999962,0,0.48501000000015904,0.41219250000011703,0.03395249999999628,0.3284150000001773,3.1189175000003067,4.294845000001577,4.2785674999996015,294.58984375,685.98828125,735.4609375,715.87890625,685.38671875,734.83984375,783.81640625,825.16015625,319.046875,687.7578125,720.07421875,821.78515625,737.2109375,775.37109375,832.06640625,729.46484375,699.44921875,723.23828125,904.00390625,863.39453125,786.63671875,6.58984375,805.09375,775.30859375,887.890625,741.25,605.18359375,647.140625,773.390625,719.49609375,634.2421875,838.16796875,737.4609375,747.6484375,809.88671875,775.78515625,107.04296875,818.578125,866.19140625,639.8828125,814.47265625,852.08203125,47.73828125,790.6328125,671.75390625,40.89453125,722.4453125,921.58984375,1300.38671875,962.8125,1,1,1,1,30.90511250002138,37.344049999996585,44.431790000001655
1721288226,3.6998599999992625,0.6655799999998635,0.5306949999999233,0.4979624999998577,0.4983000000001426,0.3247249999998303,0.49993750000027154,0.5768925000000991,0.10310750000002145,0.4225775000000454,0.49630750000005713,0.3635199999999372,0.48829250000011376,0.49938250000025164,0.4025799999999436,0.5229875000000561,0.48716250000012457,0.3740725000000112,0.41312250000004275,6.627229999999145,0.5460425000001123,0.04503249999999959,0.45800499999984373,0.5082400000000575,45.62178499999988,0.4272274999999582,0.5045225000000643,0.4833150000001752,0.42722499999996444,0.4226299999999128,0.45098999999993344,0.4262750000000893,0.5009675000002289,0.512257499999862,0.49176999999986043,0.49857250000002296,0.023194999999991417,0.406362500000057,0.520389999999793,0.5099524999999971,0.934014999999988,0.539009999999962,0,0.48501000000015904,0.41219250000011703,0.03395249999999628,0.3284150000001773,3.1189175000003067,4.294845000001577,4.2785674999996015,294.58984375,685.98828125,735.4609375,715.87890625,685.38671875,734.83984375,783.81640625,825.16015625,319.046875,687.7578125,720.07421875,821.78515625,737.2109375,775.37109375,832.06640625,729.46484375,699.44921875,723.23828125,904.00390625,863.39453125,786.63671875,6.58984375,805.09375,775.30859375,887.890625,741.25,605.18359375,647.140625,773.390625,719.49609375,634.2421875,838.16796875,737.4609375,747.6484375,809.88671875,775.78515625,107.04296875,818.578125,866.19140625,639.8828125,814.47265625,852.08203125,47.73828125,790.6328125,671.75390625,40.89453125,722.4453125,921.58984375,1300.38671875,962.8125,1,1,1,1,30.90511250002138,41.24404999998113,44.431790000001655
