time,rabbitmq_cpu,ts-admin-basic-info-service_cpu,ts-admin-order-service_cpu,ts-admin-route-service_cpu,ts-admin-travel-service_cpu,ts-admin-user-service_cpu,ts-assurance-service_cpu,ts-auth-service_cpu,ts-avatar-service_cpu,ts-basic-service_cpu,ts-cancel-service_cpu,ts-config-service_cpu,ts-consign-price-service_cpu,ts-consign-service_cpu,ts-contacts-service_cpu,ts-delivery-service_cpu,ts-execute-service_cpu,ts-food-delivery-service_cpu,ts-food-service_cpu,ts-gateway-service_cpu,ts-inside-payment-service_cpu,ts-news-service_cpu,ts-notification-service_cpu,ts-order-other-service_cpu,ts-order-service_cpu,ts-payment-service_cpu,ts-preserve-other-service_cpu,ts-preserve-service_cpu,ts-price-service_cpu,ts-rebook-service_cpu,ts-route-plan-service_cpu,ts-route-service_cpu,ts-seat-service_cpu,ts-security-service_cpu,ts-station-food-service_cpu,ts-station-service_cpu,ts-ticket-office-service_cpu,ts-train-food-service_cpu,ts-train-service_cpu,ts-travel-plan-service_cpu,ts-travel-service_cpu,ts-travel2-service_cpu,ts-ui-dashboard_cpu,ts-user-service_cpu,ts-verification-code-service_cpu,ts-voucher-service_cpu,ts-wait-order-service_cpu,tsdb-mysql-0_cpu,tsdb-mysql-1_cpu,tsdb-mysql-2_cpu,rabbitmq_mem,ts-admin-basic-info-service_mem,ts-admin-order-service_mem,ts-admin-route-service_mem,ts-admin-travel-service_mem,ts-admin-user-service_mem,ts-assurance-service_mem,ts-auth-service_mem,ts-avatar-service_mem,ts-basic-service_mem,ts-cancel-service_mem,ts-config-service_mem,ts-consign-price-service_mem,ts-consign-service_mem,ts-contacts-service_mem,ts-delivery-service_mem,ts-execute-service_mem,ts-food-delivery-service_mem,ts-food-service_mem,ts-gateway-service_mem,ts-inside-payment-service_mem,ts-news-service_mem,ts-notification-service_mem,ts-order-other-service_mem,ts-order-service_mem,ts-payment-service_mem,ts-preserve-other-service_mem,ts-preserve-service_mem,ts-price-service_mem,ts-rebook-service_mem,ts-route-plan-service_mem,ts-route-service_mem,ts-seat-service_mem,ts-security-service_mem,ts-station-food-service_mem,ts-station-service_mem,ts-ticket-office-service_mem,ts-train-food-service_mem,ts-train-service_mem,ts-travel-plan-service_mem,ts-travel-service_mem,ts-travel2-service_mem,ts-ui-dashboard_mem,ts-user-service_mem,ts-verification-code-service_mem,ts-voucher-service_mem,ts-wait-order-service_mem,tsdb-mysql-0_mem,tsdb-mysql-1_mem,tsdb-mysql-2_mem,ts-station-service_load,ts-train-service_load,ts-order-service_load,ts-travel-service_load
1721315165,4.405005,0.669995,0.34959,0.523095,0.6318925,0.676625,0.453555,0.45631,0.1080675,0.434415,0.79111,0.7040275,0.5321225,0.5047125,0.379355,0.5192425,0.44564,0.49459,0.5170325,7.24992,0.5647575,0.0199575,0.4657275,0.41144,0.4649225,0.4987775,0.40537,0.6732675,0.4794475,0.5246375,0.468785,0.47069,0.5776375,0.4913025,0.5795625,1.334165,0.0207625,0.3935125,0.3076825,0.544275,0.63719,0.5464875,0,0.6679575,0.4850725,0.025535,0.4725325,4.519965,4.1881425,4.30055,294.7304688,672.7382813,734.1054688,698.6640625,664.5703125,710.5351563,780.9375,834.1640625,319.0429688,680.1601563,716.7851563,813.3710938,733.2695313,771.7695313,829.4609375,725.9960938,697.7773438,718.7265625,883.734375,1063.449219,782.5507813,6.69921875,797.390625,773.6445313,997.2695313,737.5039063,599.4492188,636.9140625,769.53125,704.1875,630.78125,819.2265625,733.8867188,743.9179688,804.1171875,837.7304688,100.3867188,797.3867188,862.4648438,636.34375,893.9609375,848.5234375,47.90234375,788.3515625,660,40.89453125,717.796875,897.0234375,1686.351563,963.1445313,1,1,1,1
1721315166,4.405005,0.669995,0.34959,0.523095,0.6318925,0.676625,0.453555,0.45631,0.1080675,0.434415,0.79111,0.7040275,0.5321225,0.5047125,0.379355,0.5192425,0.44564,0.49459,0.5170325,7.24992,0.5647575,0.0199575,0.4657275,0.41144,0.4649225,0.4987775,0.40537,0.6732675,0.4794475,0.5246375,0.468785,0.47069,0.5776375,0.4913025,0.5795625,1.334165,0.0207625,0.3935125,0.3076825,0.544275,0.63719,0.5464875,0,0.6679575,0.4850725,0.025535,0.4725325,4.519965,4.1881425,4.30055,294.7304688,672.7382813,734.1054688,698.6640625,664.5703125,710.5351563,780.9375,834.1640625,319.0429688,680.1601563,716.7851563,813.3710938,733.2695313,771.7695313,829.4609375,725.9960938,697.7773438,718.7265625,883.734375,1063.449219,782.5507813,6.69921875,797.390625,773.6445313,997.2695313,737.5039063,599.4492188,636.9140625,769.53125,704.1875,630.78125,819.2265625,733.8867188,743.9179688,804.1171875,837.7304688,100.3867188,797.3867188,862.4648438,636.34375,893.9609375,848.5234375,47.90234375,788.3515625,660,40.89453125,717.796875,897.0234375,1686.351563,963.1445313,1,1,1,1
1721315167,4.1834725,0.669995,0.60798,0.4420925,0.6318925,0.5630275,0.48257,0.44926,0.133585,0.5236625,0.716475,0.7495275,0.510235,0.4705175,0.4957025,0.4372375,0.44564,0.3939825,0.5170325,10.0153575,0.4834375,0.0151575,0.4657275,0.41144,0.55864,0.4987775,0.40537,0.54217,0.4794475,0.613295,0.48641,0.55323,0.5776375,0.5639575,0.5795625,1.43361,0.0207625,0.48642,0.3076825,0.4350925,0.502585,0.5464875,0,0.6679575,0.521225,0.025535,0.64632,3.441485,4.7927575,4.30055,294.7304688,672.7382813,734.1054688,698.6640625,664.5703125,710.5351563,780.9179688,834.1601563,319.046875,680.1640625,717.0351563,813.1210938,733.2695313,771.6757813,829.4609375,725.9960938,697.7773438,718.7265625,883.734375,1065.925781,782.5507813,6.69921875,797.390625,773.6445313,997.2695313,737.5039063,599.4492188,636.9140625,769.53125,704.1835938,630.78125,819.2304688,733.8867188,743.921875,804.1171875,837.7382813,100.3867188,797.2890625,862.4648438,636.34375,893.9609375,848.5234375,47.90234375,788.3515625,660,40.89453125,717.7929688,897.0234375,1686.578125,963.1445313,1,1,1,1
1721315168,4.1834725,0.669995,0.60798,0.4420925,0.6318925,0.5630275,0.48257,0.44926,0.133585,0.5236625,0.716475,0.7495275,0.510235,0.4705175,0.4957025,0.4372375,0.44564,0.3939825,0.5170325,10.0153575,0.4834375,0.0151575,0.4657275,0.41144,0.55864,0.4987775,0.40537,0.54217,0.4794475,0.613295,0.48641,0.55323,0.5776375,0.5639575,0.5795625,1.43361,0.0207625,0.48642,0.3076825,0.4350925,0.502585,0.5464875,0,0.6679575,0.521225,0.025535,0.64632,3.441485,4.7927575,4.30055,294.7304688,672.7382813,734.1054688,698.6640625,664.5703125,710.5351563,780.9179688,834.1601563,319.046875,680.1640625,717.0351563,813.1210938,733.2695313,771.6757813,829.4609375,725.9960938,697.7773438,718.7265625,883.734375,1065.925781,782.5507813,6.69921875,797.390625,773.6445313,997.2695313,737.5039063,599.4492188,636.9140625,769.53125,704.1835938,630.78125,819.2304688,733.8867188,743.921875,804.1171875,837.7382813,100.3867188,797.2890625,862.4648438,636.34375,893.9609375,848.5234375,47.90234375,788.3515625,660,40.89453125,717.7929688,897.0234375,1686.578125,963.1445313,1,830,1,1
1721315169,4.1834725,0.669995,0.60798,0.4420925,0.6318925,0.5630275,0.48257,0.44926,0.133585,0.5236625,0.716475,0.7495275,0.510235,0.4705175,0.4957025,0.4372375,0.44564,0.3939825,0.5170325,10.0153575,0.4834375,0.0151575,0.4580625,0.41144,0.55864,0.4987775,0.4075925,0.54217,0.53149,0.613295,0.48641,0.55323,0.510555,0.5639575,0.5795625,1.43361,0.02273,0.48642,15.1163225,0.4350925,0.502585,0.6858975,0,0.6679575,0.521225,0.025535,0.64632,3.441485,4.7927575,3.796875,294.7304688,672.7382813,734.1054688,698.6640625,664.5703125,710.5351563,780.9179688,834.1601563,319.046875,680.1640625,717.0351563,813.1210938,733.2695313,771.6757813,829.4609375,725.9960938,697.7773438,718.7265625,883.734375,1065.925781,782.5507813,6.69921875,797.3867188,773.6445313,997.2695313,737.5039063,599.4492188,636.9140625,769.5273438,704.1835938,630.78125,819.2304688,733.8867188,743.921875,804.1171875,837.7382813,100.390625,797.2890625,942.3320313,636.34375,893.9609375,848.625,47.90234375,788.3515625,660,40.89453125,717.7929688,897.0234375,1686.578125,963.1445313,1,830,1,1
1721315170,4.1834725,0.669995,0.60798,0.4420925,0.6318925,0.5630275,0.48257,0.44926,0.133585,0.5236625,0.716475,0.7495275,0.510235,0.4705175,0.4957025,0.4372375,0.44564,0.3939825,0.5170325,10.0153575,0.4834375,0.0151575,0.4580625,0.41144,0.55864,0.4987775,0.4075925,0.54217,0.53149,0.613295,0.48641,0.55323,0.510555,0.5639575,0.5795625,1.43361,0.02273,0.48642,15.1163225,0.4350925,0.502585,0.6858975,0,0.6679575,0.521225,0.025535,0.64632,3.441485,4.7927575,3.796875,294.7304688,672.7382813,734.1054688,698.6640625,664.5703125,710.5351563,780.9179688,834.1601563,319.046875,680.1640625,717.0351563,813.1210938,733.2695313,771.6757813,829.4609375,725.9960938,697.7773438,718.7265625,883.734375,1065.925781,782.5507813,6.69921875,797.3867188,773.6445313,997.2695313,737.5039063,599.4492188,636.9140625,769.5273438,704.1835938,630.78125,819.2304688,733.8867188,743.921875,804.1171875,837.7382813,100.390625,797.2890625,942.3320313,636.34375,893.9609375,848.625,47.90234375,788.3515625,660,40.89453125,717.7929688,897.0234375,1686.578125,963.1445313,1,830,1,1
1721315171,4.1834725,0.669995,0.60798,0.4420925,0.6318925,0.5630275,0.48257,0.44926,0.133585,0.5236625,0.716475,0.7495275,0.510235,0.4705175,0.4957025,0.4372375,0.44564,0.3939825,0.5170325,10.0153575,0.4834375,0.0151575,0.4580625,0.41144,0.55864,0.4987775,0.4075925,0.54217,0.53149,0.613295,0.48641,0.55323,0.510555,0.5639575,0.5795625,1.43361,0.02273,0.48642,15.1163225,0.4350925,0.502585,0.6858975,0,0.6679575,0.521225,0.025535,0.64632,3.441485,4.7927575,3.796875,294.7304688,672.7382813,734.1054688,698.6640625,664.5703125,710.5351563,780.9179688,834.1601563,319.046875,680.1640625,717.0351563,813.1210938,733.2695313,771.6757813,829.4609375,725.9960938,697.7773438,718.7265625,883.734375,1065.925781,782.5507813,6.69921875,797.3867188,773.6445313,997.2695313,737.5039063,599.4492188,636.9140625,769.5273438,704.1835938,630.78125,819.2304688,733.8867188,743.921875,804.1171875,837.7382813,100.390625,797.2890625,942.3320313,636.34375,893.9609375,848.625,47.90234375,788.3515625,660,40.89453125,717.7929688,897.0234375,1686.578125,963.1445313,1,830,1,1
1721315172,4.3283775,0.7961875,0.60798,0.6418,0.4377925,0.5696125,0.42275,0.4773025,0.103015,0.5236625,0.804965,0.8588425,0.47148,0.54521,0.4957025,0.430825,0.44564,0.58142,0.5069275,13.2377175,0.407045,0.0151875,0.4580625,0.41144,0.477335,0.4992975,0.4075925,0.6415775,0.53149,0.6603275,0.594865,0.4283525,0.510555,0.4602475,0.4995925,1.43361,0.02273,0.5412775,15.1163225,0.4457775,0.3914975,0.6858975,1.251065,0.681605,0.6005175,0.025535,0.5288525,3.110085,5.6544025,3.796875,294.7304688,672.7109375,734.1054688,698.6914063,664.5703125,710.5664063,780.9179688,834.1328125,319.0507813,680.1640625,716.9960938,813.125,733.2695313,771.6757813,829.4609375,725.9960938,697.7773438,718.7539063,883.734375,1072.480469,782.5507813,6.65234375,797.3867188,773.6445313,997.2695313,737.5,599.4492188,636.9414063,769.5273438,704.1835938,630.6953125,819.2304688,733.8867188,743.921875,804.1445313,837.7382813,100.390625,797.3125,942.3320313,636.421875,893.9609375,848.625,49.08203125,788.3242188,659.9960938,40.89453125,717.7929688,895.109375,1687.003906,963.1445313,1,1265,1,1
1721315173,4.3283775,0.7961875,0.60798,0.6418,0.4377925,0.5696125,0.42275,0.4773025,0.103015,0.5236625,0.804965,0.8588425,0.47148,0.54521,0.4957025,0.430825,0.44564,0.58142,0.5069275,13.2377175,0.407045,0.0151875,0.4580625,0.41144,0.477335,0.4992975,0.4075925,0.6415775,0.53149,0.6603275,0.594865,0.4283525,0.510555,0.4602475,0.4995925,1.43361,0.02273,0.5412775,15.1163225,0.4457775,0.3914975,0.6858975,1.251065,0.681605,0.6005175,0.025535,0.5288525,3.110085,5.6544025,3.796875,294.7304688,672.7109375,734.1054688,698.6914063,664.5703125,710.5664063,780.9179688,834.1328125,319.0507813,680.1640625,716.9960938,813.125,733.2695313,771.6757813,829.4609375,725.9960938,697.7773438,718.7539063,883.734375,1072.480469,782.5507813,6.65234375,797.3867188,773.6445313,997.2695313,737.5,599.4492188,636.9414063,769.5273438,704.1835938,630.6953125,819.2304688,733.8867188,743.921875,804.1445313,837.7382813,100.390625,797.3125,942.3320313,636.421875,893.9609375,848.625,49.08203125,788.3242188,659.9960938,40.89453125,717.7929688,895.109375,1687.003906,963.1445313,1,1265,1,1
1721315174,4.3283775,0.7961875,0.60798,0.6418,0.4377925,0.5696125,0.42275,0.4773025,0.103015,0.5236625,0.804965,0.8588425,0.47148,0.54521,0.4957025,0.430825,0.44579,0.58142,0.5069275,13.2377175,0.407045,0.0151875,0.5347,0.4508775,0.477335,0.4992975,0.5153325,0.6415775,0.53149,0.6603275,0.594865,0.4283525,0.41955,0.4602475,0.4995925,1.43361,0.0295025,0.5412775,15.1163225,0.4457775,0.3914975,0.5701975,1.251065,0.681605,0.6005175,0.02442,0.5288525,3.110085,5.6544025,4.083345,294.7304688,672.7109375,734.1054688,698.6914063,664.5703125,710.5664063,780.9179688,834.1328125,319.0507813,680.1640625,716.9960938,813.125,733.2695313,771.6757813,829.4609375,725.9960938,698.0234375,718.7539063,883.734375,1072.480469,782.5507813,6.65234375,797.390625,773.6445313,997.2695313,737.5,599.4414063,636.9414063,769.5273438,704.1835938,630.6953125,819.2304688,733.8867188,743.921875,804.1445313,837.7382813,100.4023438,797.3125,942.3320313,636.421875,893.9609375,848.625,49.08203125,788.3242188,659.9960938,40.89453125,717.7929688,895.109375,1687.003906,962.8789063,1,1265,1,1
1721315175,4.3283775,0.7961875,0.60798,0.6418,0.4377925,0.5696125,0.42275,0.4773025,0.103015,0.5236625,0.804965,0.8588425,0.47148,0.54521,0.4957025,0.430825,0.44579,0.58142,0.5069275,13.2377175,0.407045,0.0151875,0.5347,0.4508775,0.477335,0.4992975,0.5153325,0.6415775,0.53149,0.6603275,0.594865,0.4283525,0.41955,0.4602475,0.4995925,1.43361,0.0295025,0.5412775,15.1163225,0.4457775,0.3914975,0.5701975,1.251065,0.681605,0.6005175,0.02442,0.5288525,3.110085,5.6544025,4.083345,294.7304688,672.7109375,734.1054688,698.6914063,664.5703125,710.5664063,780.9179688,834.1328125,319.0507813,680.1640625,716.9960938,813.125,733.2695313,771.6757813,829.4609375,725.9960938,698.0234375,718.7539063,883.734375,1072.480469,782.5507813,6.65234375,797.390625,773.6445313,997.2695313,737.5,599.4414063,636.9414063,769.5273438,704.1835938,630.6953125,819.2304688,733.8867188,743.921875,804.1445313,837.7382813,100.4023438,797.3125,942.3320313,636.421875,893.9609375,848.625,49.08203125,788.3242188,659.9960938,40.89453125,717.7929688,895.109375,1687.003906,962.8789063,1,1265,1,1
1721315176,4.3283775,0.7961875,0.60798,0.6418,0.4377925,0.5696125,0.42275,0.4773025,0.103015,0.5236625,0.804965,0.8588425,0.47148,0.54521,0.4957025,0.430825,0.44579,0.58142,0.5069275,13.2377175,0.407045,0.0151875,0.5347,0.4508775,0.477335,0.4992975,0.5153325,0.6415775,0.53149,0.6603275,0.594865,0.4283525,0.41955,0.4602475,0.4995925,1.43361,0.0295025,0.5412775,15.1163225,0.4457775,0.3914975,0.5701975,1.251065,0.681605,0.6005175,0.02442,0.5288525,3.110085,5.6544025,4.083345,294.7304688,672.7109375,734.1054688,698.6914063,664.5703125,710.5664063,780.9179688,834.1328125,319.0507813,680.1640625,716.9960938,813.125,733.2695313,771.6757813,829.4609375,725.9960938,698.0234375,718.7539063,883.734375,1072.480469,782.5507813,6.65234375,797.390625,773.6445313,997.2695313,737.5,599.4414063,636.9414063,769.5273438,704.1835938,630.6953125,819.2304688,733.8867188,743.921875,804.1445313,837.7382813,100.4023438,797.3125,942.3320313,636.421875,893.9609375,848.625,49.08203125,788.3242188,659.9960938,40.89453125,717.7929688,895.109375,1687.003906,962.8789063,1,1232,1,1
1721315177,4.1832975,0.72256,0.43914,0.57115,0.6158375,0.5942925,0.42275,0.4773025,0.103015,0.5023025,0.804965,0.4909575,0.47148,0.43829,0.46344,0.550985,0.44579,0.5234425,0.582715,11.373965,0.62711,0.0131375,0.5347,0.4508775,0.6055025,0.467985,0.5153325,0.46632,0.53149,0.52484,0.5530925,0.412085,0.41955,0.553745,0.5882425,0.39414,0.0295025,1.4574375,15.1163225,0.57966,0.5123525,0.5701975,1.251065,0.5265075,0.568005,0.02442,0.44738,4.2127525,7.738595,4.083345,294.7304688,672.6835938,734.1054688,698.6914063,664.2460938,710.5625,780.9179688,834.1328125,319.0507813,680.1640625,716.9960938,813.125,733.2695313,771.6757813,829.4570313,725.9960938,698.0234375,718.7539063,883.7578125,1072.480469,782.6054688,6.65234375,797.390625,773.6445313,997.3007813,737.4960938,599.4414063,636.9414063,769.5273438,704.1835938,630.6953125,819.2304688,733.8867188,743.953125,804.140625,837.7382813,100.4023438,797.3359375,942.3320313,636.46875,893.9570313,848.625,49.08203125,788.3242188,659.9960938,40.89453125,717.7929688,895.0976563,1687.691406,962.8789063,1,1232,1,1
1721315178,4.1832975,0.72256,0.43914,0.57115,0.6158375,0.5942925,0.42275,0.4773025,0.103015,0.5023025,0.804965,0.4909575,0.47148,0.43829,0.46344,0.550985,0.44579,0.5234425,0.582715,11.373965,0.62711,0.0131375,0.5347,0.4508775,0.6055025,0.467985,0.5153325,0.46632,0.53149,0.52484,0.5530925,0.412085,0.41955,0.553745,0.5882425,0.39414,0.0295025,1.4574375,15.1163225,0.57966,0.5123525,0.5701975,1.251065,0.5265075,0.568005,0.02442,0.44738,4.2127525,7.738595,4.083345,294.7304688,672.6835938,734.1054688,698.6914063,664.2460938,710.5625,780.9179688,834.1328125,319.0507813,680.1640625,716.9960938,813.125,733.2695313,771.6757813,829.4570313,725.9960938,698.0234375,718.7539063,883.7578125,1072.480469,782.6054688,6.65234375,797.390625,773.6445313,997.3007813,737.4960938,599.4414063,636.9414063,769.5273438,704.1835938,630.6953125,819.2304688,733.8867188,743.953125,804.140625,837.7382813,100.4023438,797.3359375,942.3320313,636.46875,893.9570313,848.625,49.08203125,788.3242188,659.9960938,40.89453125,717.7929688,895.0976563,1687.691406,962.8789063,1,1232,1,1
